32,7.764e-08,0.000811485,0.000519781,,
64,8.856e-08,0.00172877,0.000341699,,
128,1.4116e-07,0.000993078,0.00021594,,
256,2.3352e-07,0.00087465,0.000213595,,
512,4.208e-07,0.000835609,0.000205293,,
1024,7.9516e-07,0.000813814,0.000207953,,
2048,1.72764e-06,0.000796221,0.000216066,,
4096,3.08832e-06,0.000817242,0.000243273,,
8192,6.18752e-06,0.00085664,0.000269397,,
16384,1.21946e-05,0.000834924,0.000365879,,
32768,2.43243e-05,0.000891878,0.000435174,,
65536,4.85643e-05,0.0010291,0.000657503,,
131072,9.75852e-05,0.00119381,0.00112332,,
262144,0.00019631,0.00153379,0.00205287,,
524288,0.000486866,0.00308534,0.00394445,,
1.04858e+06,0.000983762,0.00411899,0.007648,,
2.09715e+06,0.00156181,0.00688375,0.0150638,,
4.1943e+06,0.00329161,0.0127754,0.0306557,,
8.38861e+06,0.00894957,0.0246354,0.0614755,,
1.67772e+07,0.0139036,0.0479417,0.122325,,
3.35544e+07,0.0325145,0.0956676,0.241532,,
6.71089e+07,0.0646053,0.189454,0.483206,,
1.34218e+08,0.101615,0.356354,0.96129,,
2.68435e+08,0.20607,0.703247,1.92177,,
