32,1.244e-07,0.00136697,0.000489917,,
64,1.4388e-07,0.00179577,0.000112306,,
128,2.3368e-07,0.00149938,0.000203269,,
256,3.7304e-07,0.00143739,0.000202088,,
512,9.3536e-07,0.00148505,0.000215498,,
1024,1.84984e-06,0.00141809,0.000226413,,
2048,3.5648e-06,0.00141919,0.000246317,,
4096,7.3176e-06,0.0014943,0.000276139,,
8192,1.43265e-05,0.00158457,0.000331374,,
16384,2.83463e-05,0.00165081,0.000422859,,
32768,5.63656e-05,0.00174701,0.000606065,,
65536,0.000112294,0.00188939,0.000999861,,
131072,0.000225834,0.00408529,0.00171946,,
262144,0.000449094,0.00320389,0.0031643,,
524288,0.000901547,0.00506353,0.00612052,,
1.04858e+06,0.0018106,0.00790307,0.0119988,,
2.09715e+06,0.00393972,0.0147641,0.0237763,,
4.1943e+06,0.00902614,0.0265805,0.0477183,,
8.38861e+06,0.0214081,0.0504626,0.0952179,,
1.67772e+07,0.039486,0.0978068,0.189233,,
